131.5128744	0.01534256
131.5333089	0.00950184
131.5537433	-0.01121747
131.5741776	-0.0535075
131.594612	-0.12960872
131.6150465	-0.21712616
131.6354808	-0.23798532
131.6559152	-0.21621173
131.6763497	-0.19036411
131.6967841	-0.15919248
131.7172184	-0.1286743
131.7376528	-0.09053277
131.7580873	-0.05512684
131.7785216	-0.02848078
131.798956	0.01694699
131.8193905	0.05217273
131.8398248	0.08396162
131.8602592	0.11095227
131.8806936	0.13505809
131.901128	0.15425157
131.9215624	0.14259081
131.9419968	0.10624002
131.9624312	0.07324099
131.9828656	0.04312557
132.0033	0.01855209
132.0237343	0.02216315
132.0441688	0.02370509
132.0646032	0.00931418
132.0850375	-0.03070969
132.1054719	-0.10330958
132.1259064	-0.18461413
132.1463406	-0.21081287
132.166775	-0.21388849
132.1872095	-0.19502615
132.2076439	-0.181286
132.2485126	-0.12673947
132.2689471	-0.07495646
132.2893814	-0.03839714
132.3098158	0.00272059
132.3302503	0.04095014
132.3506846	0.06911545
132.371119	0.11118187
132.3915534	0.1285498
132.4119878	0.14695115
132.4324222	0.13849469
132.4528566	0.08866452
132.4732911	0.06423367
132.4937254	0.04252205
132.5141597	0.02498997
132.5550285	0.01117909
132.5754629	-0.00859582
132.5958972	-0.04332056
132.6163317	-0.10645782
132.6367661	-0.18902523
132.6572005	-0.21791441
132.6776348	-0.21549539
132.6980693	-0.19781033
132.7185037	-0.17185165
132.738938	-0.153492
132.7593725	-0.11161875
132.8002411	-0.03496122
132.8206755	0.00095623
132.84111	0.03247612
132.8615443	0.07600193
132.8819787	0.10445342
132.9024132	0.13018789
132.9228475	0.14546145
132.9432819	0.13835743
132.9637163	0.10720417
132.9841508	0.06598665
133.004585	0.03085802
133.0250194	0.0037883
133.0454538	0.00993019
133.0658882	0.01650671
133.0863226	0.00411886
133.106757	-0.03616182
133.1271914	-0.08827062
133.1476258	-0.17363521
133.1680602	-0.21338664
133.1884946	-0.205975
133.208929	-0.19358216
133.2293633	-0.17486341
133.2497977	-0.1472553
133.2702321	-0.11166857
133.2906665	-0.07884967
133.3111009	-0.03710945
133.3315352	0.00867853
133.3519697	0.0431546
133.372404	0.07721022
133.3928384	0.08968265
133.4132728	0.123341
133.4337072	0.13219945
133.4541416	0.12901749
133.4745759	0.08194345
133.4950104	0.0509011
133.5154448	0.03546942
133.535879	0.02005345
133.5563135	0.02125774
133.5767479	0.02871171
133.5971822	0.01998787
133.6176166	-0.01997326
133.6380511	-0.09110073
133.6584855	-0.16751348
133.6789197	-0.21510194
133.6993542	-0.21472474
133.7197886	-0.19159505
133.7402229	-0.16390674
133.7606573	-0.13479852
133.7810918	-0.10250259
133.8015261	-0.07186071
133.8219604	-0.03029247
133.8423948	0.00130551
133.8628292	0.04091442
133.8832636	0.07265121
133.903698	0.0943366
133.9241324	0.12688722
133.9445667	0.14391073
133.9650011	0.12925094
133.9854354	0.10288983
134.0058699	0.06336207
134.0263043	0.04871397
134.0467386	0.0220043
134.067173	0.01280265
134.0876074	0.01512956
134.1080417	0.00275731
134.1284761	-0.02689885
134.1489106	-0.06433495
134.169345	-0.14345057
134.1897792	-0.17913954
134.2102137	-0.18789499
134.2306481	-0.18656918
134.2510824	-0.18002837
134.2715168	-0.16209027
134.3123855	-0.09944324
134.3328199	-0.05214136
134.3532544	-0.01595675
134.3736887	0.02100708
134.4145574	0.09313179
134.4349918	0.11896219
134.4554262	0.12992766
134.4758606	0.13118624
134.4962951	0.09973152
134.5167293	0.06622905
134.5371637	0.04797015
134.557598	0.0316335
134.5780325	0.01960725
134.5984669	0.01188439
134.6189011	-0.00287542
134.6393355	-0.03809752
134.65977	-0.08040925
134.6802044	-0.14740174
134.7006388	-0.20023475
134.7210731	-0.20529758
134.7415075	-0.19799439
134.7619418	-0.17187213
134.7823762	-0.14717074
134.8028106	-0.11736857
134.823245	-0.07674375
134.8436793	-0.04075133
134.8641138	-0.00417862
134.8845482	0.02685402
134.9049825	0.06331192
134.9254168	0.0943593
134.9458513	0.11254939
134.9867199	0.1308278
135.0071544	0.09085936
135.0275888	0.04955923
135.0480231	0.01754761
135.0684574	0.00422527
135.0888919	0.00950871
135.1093262	0.02397015
135.1297606	0.01468538
135.150195	-0.00906451
135.1706294	-0.06511905
135.1910637	-0.11965608
135.2114981	-0.17711696
135.2319325	-0.18644148
135.2523668	-0.18267641
135.2728012	-0.17219928
135.2932355	-0.14853607
135.3136699	-0.12223682
135.3341043	-0.08919674
135.3545386	-0.05237168
135.3749731	-0.01606556
135.3954074	0.02652841
135.4158418	0.06534215
135.4362761	0.09422751
135.4567106	0.12265269
135.4771449	0.13180183
135.4975792	0.12023183
135.5180137	0.0872379
135.5384481	0.06200471
135.5588823	0.04675803
135.5793167	0.02612885
